Index,Facility_Name,Source_Facility_Type,ODCAF_Facility_Type,Provider,Unit,Street_No,Street_Name,Postal_Code,City,Prov_Terr,Source_Format_Address,CSD_Name,CSDUID,PRUID,Latitude,Longitude
2354,Centennial Square,performance space - outdoor venue,theatre/performance and concert hall,victoria,..,..,..,..,victoria,bc,..,Victoria,5917034,59,48.42886398,-123.3655502
2355,Centennial Theatre,arts,theatre/performance and concert hall,district of north vancouver,..,..,..,..,vancouver,bc,..,North Vancouver,5915051,59,49.33075439,-123.0715514
2356,Centennial Theatre,auditorium / theatre,theatre/performance and concert hall,province of québec,..,2600,rue collège,J1M 1Z7,sherbrooke,qc,"université bishop's, 2600, rue collège",Sherbrooke,2443027,24,45.367177,-71.847174
2357,Central Art Garage,commercial galleries,gallery,ottawa,b,66,lebreton st n,K1R 7H3,ottawa,on,66b lebreton st n,Ottawa,3506008,35,45.4071387,-75.7076476
2359,Central Branch,..,library or archives,vancouver,..,350,georgia st w,..,vancouver,bc,350 w georgia st,Vancouver,5915022,59,49.2797,-123.1156
2360,Central Butte Branch Library,..,library or archives,saskatchewan,..,271,butte st,S0H 0T0,central butte,sk,271 butte st.,Central Butte,4707054,47,..,..
2361,Central Commerce Collegiate Theatre,..,theatre/performance and concert hall,toronto,..,570,shaw st,M6G 3L6,toronto,on,570 shaw st,Toronto,3520005,35,43.65798705,-79.42200186
2362,Central Fire Hall,historical building,heritage or historic site,welland,..,30,hellems avenue,..,welland,on,30 hellems avenue,Welland,3526032,35,42.991586,-79.246447
2364,Central Library,..,library or archives,oakville,..,120,navy st,..,oakville,on,120 navy st,Oakville,3524001,35,43.44396512,-79.67071596
2366,Central Manitoulin Twp,..,library or archives,government of ontario,..,6020,542 hwy,P0P 1S0,mindemoya,on,6020 hwy 542,Central Manitoulin,3551006,35,45.7326113,-82.1607207
2367,Central New Brunswick Woodmen's Museum Inc.,historic site-building or park industry/trade museum,museum,canadian museums association,..,6342,route 8,E6A 1Z5,boiestown,nb,6342 route 8 boiestown new brunswick e6a 1z5 canada,..,..,13,..,..
2368,Central Okanagan Heritage Society,historical society,heritage or historic site,canadian museums association,..,1060,cameron avenue,V1Y 8V3,kelowna,bc,1060 cameron avenue kelowna british columbia v1y 8v3 canada,Kelowna,5935010,59,49.8701269,-119.4761187
2369,Central Resource Library,..,library or archives,city of windsor,..,850,ouellette ave,..,windsor,on,850 ouellette ave,Windsor,3537039,35,42.31126184,-83.0343056
2370,Central Saanich Branch,greater victoria public library,library or archives,government of british columbia,..,1209,clarke road,V8M 1P8,surrey,bc,1209 clarke road,Central Saanich,5917015,59,48.576061,-123.449061
2371,Central Technical High School (Art Centre),..,art or cultural centre,toronto,..,725,bathurst st,M5S 2R5,toronto,on,725 bathurst st,Toronto,3520005,35,43.6627127,-79.4098118
2372,Central United Church Manse,built heritage properties,heritage or historic site,moncton,..,154,queen st,E1C 1K8,moncton,nb,154 queen st,Moncton,1307022,13,46.08932867,-64.77925542
2373,Centrale Galerie Powerhouse,art gallery,gallery,canadian museums association,..,4296,boulevard saint-laurent,H2W 1Z3,montréal,qc,4296 boulevard saint-laurent montréal québec h2w 1z3 canada,Montréal,2466023,24,45.51869381,-73.58345971
2374,Centre 2000,information,miscellaneous,grand prairie,..,..,..,..,grande prairie,ab,..,Grande Prairie,4819012,48,55.18184809,-118.8170451
2375,Centre Émilie-Gamelin,library and/or archives religious museum,museum,canadian museums association,..,12,rue 55,J9J 2L1,montréal,qc,12 055 rue grenet montréal québec j9j 2l1 canada,Montréal,2466023,24,45.530242,-73.715862
2377,Centre A - Centre For Contemporary Asian Art,museum/gallery,museum,vancouver,..,268,keefer st,V6A 1X6,vancouver,bc,268 keefer st vancouver bc v6a 1x6,Vancouver,5915022,59,49.280067,-123.098181
2379,Centre Archéo Topo,..,miscellaneous,province of québec,..,498,rue de-la-mer,G0T 1G0,les bergeronnes,qc,"498, rue de la mer",Les Bergeronnes,2495018,24,48.228976,-69.553217
2380,Centre Bang,art gallery,gallery,canadian museums association,..,132,rue racine est,G7H 5B7,chicoutimi,qc,132 rue racine est cp 8125 chicoutimi québec g7h 5b7 canada,Saguenay,2494068,24,48.42766355,-71.06438277
2381,Centre Bell,salle ou complexe de diffusion,miscellaneous,montréal,..,..,..,..,montréal,qc,..,Montréal,2466023,24,45.49602828,-73.569275
2383,Centre Canadien D'Architecture,musée ou centre d'exposition,miscellaneous,montréal,..,..,..,..,montréal,qc,..,Montréal,2466023,24,45.49107741,-73.57866728
2384,Centre Cinéma Impérial,salle ou complexe de diffusion,miscellaneous,montréal,..,..,..,..,montréal,qc,..,Montréal,2466023,24,45.50638005,-73.56789068
2385,Centre Communautaire D'Anjou,centre communautaire,miscellaneous,montréal,..,7800,boulevard métropolitain est,H1K 1A1,anjou,qc,"7800, boulevard métropolitain est",Montréal,2466023,24,45.606488,-73.5641662
2386,Centre Communautaire De L'Est,centre communautaire,miscellaneous,montréal,..,9665,boulevard gouin west,H8Y 1R4,montréal,qc,"9665, gouin boulevard west",Montréal,2466023,24,45.5048823,-73.7858832
2387,Centre Communautaire Elgar,centre communautaire,miscellaneous,montréal,..,260,rue elgar,H3E 1C9,montréal,qc,"260, rue elgar",Montréal,2466023,24,45.4571408,-73.5466571
2388,Centre Culturel Berger De Rivière-Du-Loup,auditorium / theatre,theatre/performance and concert hall,province of québec,..,85,rue ste-anne,G5R 5C2,rivière-du-loup,qc,"85, rue ste-anne",Rivière-du-Loup,2412072,24,47.828765,-69.540389
2389,Centre Culturel De Beloeil,auditorium / theatre,theatre/performance and concert hall,province of québec,..,600,rue richelieu,J3G 5E8,beloeil,qc,"600, rue richelieu",Beloeil,2457040,24,45.561675,-73.204199
2390,Centre Culturel De Joliette,auditorium / theatre,theatre/performance and concert hall,province of québec,..,20,rue st-charles-borromée s,J6E 4T1,joliette,qc,"20, rue st-charles-borromée s.",Joliette,2461025,24,46.026082,-73.437733
2391,Centre Culturel De Pierrefonds,salle de spectacle,art or cultural centre,montréal,..,13850,boulevard gouin ouest,H8Z 1X7,montréal,qc,"13850, boulevard gouin ouest",Montréal,2466023,24,45.4969306,-73.8497928
2393,Centre Culturel De Verdun,salle de spectacle,art or cultural centre,montréal,..,5955,rue bannantyne,H4H 1H6,montréal,qc,"5955, rue bannantyne",Montréal,2466023,24,45.4482057,-73.5770269
2394,Centre Culturel Du Vieux-Aylmer,cinemas and theatres,theatre/performance and concert hall,ottawa,..,..,..,..,gatineau,on,..,Gatineau,2481017,24,45.39453646,-75.84383865
2396,Centre Culturel Franco Manitobain,exhibition or cultural centre,art or cultural centre,canadian museums association,..,340,boulevard provencher,R2H 0G7,saint-boniface,mb,340 boulevard provencher saint-boniface manitoba r2h 0g7 canada,Winnipeg,4611040,46,49.89243665,-97.12215381
2397,Centre Culturel Frontenac,cultural centre,art or cultural centre,kingston,..,711,dalton av,..,kingston,on,711 dalton av,Kingston,3510010,35,44.27102083,-76.52312726
2398,Centre Culturel Henri-Lemieux,auditorium / theatre,theatre/performance and concert hall,province of québec,..,7644,rue édouard,H8P 1T3,montréal,qc,"7644, rue édouard",Montréal,2466023,24,45.430576,-73.594461
2400,Centre Culturel St-John,auditorium / theatre,theatre/performance and concert hall,province of québec,..,593,rue shefford,J2L 1C2,bromont,qc,"593, rue shefford",Bromont,2446078,24,45.319097,-72.6525
2401,Centre Culturel Vanier - Salle Jean-Pierre Houde,auditorium / theatre,theatre/performance and concert hall,province of québec,..,15,boul maple,J6J 3P7,châteauguay,qc,"15, boul. maple",Châteauguay,2467050,24,45.361246,-73.732783
2402,Centre D'Études Acadiennes,other,art or cultural centre,canadian museums association,..,..,..,E1A 3E9,moncton,nb,université de moncton moncton new brunswick e1a 3e9 canada,Moncton,1307022,13,46.1055872,-64.78698903
2403,Centre D'Accueil Et D'Interprétation -Parc National Du Canada De La Mauricie,interpretation centre,art or cultural centre,canadian museums association,..,..,..,G0X 2V0,saint jean des piles,qc,sortie 226 de l'autoroute 55 saint-jean-des-piles québec g0x 2v0 canada,..,..,24,..,..
2404,Centre D'Archives De Laval,library and/or archives,library or archives,canadian museums association,..,4300,boul samson,H7W 2G9,laval,qc,4300 boul. samson laval québec h7w 2g9 canada,Laval,2465005,24,45.53265084,-73.75137114
2405,Centre D'Archives De Vaudreuil-Soulanges,library and/or archives,library or archives,canadian museums association,..,431,ave saint-charles,J7V 2N3,vaudreuil dorion,qc,431 ave saint-charles vaudreuil-dorion québec j7v 2n3 canada,Vaudreuil-Dorion,2471083,24,45.4000199,-74.0272193
2406,Centre D'Archives Régionales -Séminaire De Nicolet,library and/or archives historical society religious museum,museum,canadian museums association,..,645,boulevard louis fréchette,J3T 1L6,nicolet,qc,645 boulevard louis-fréchette nicolet québec j3t 1l6 canada,Nicolet,2450072,24,46.2379202,-72.6036297
2408,Centre D'Art De Kamouraska,..,art or cultural centre,province of québec,..,111,morel avenue,G0L 1M0,kamouraska,qc,"111, avenue morel",Kamouraska,2414050,24,47.562013,-69.871297
2409,Centre D'Art De Richmond,auditorium / theatre,theatre/performance and concert hall,province of québec,..,1010,rue principale n,J0B 2H0,richmond,qc,"1010, rue principale n.",Richmond,2442098,24,45.667997,-72.149815
2410,Centre D'Art Diane-Dufresne,..,art or cultural centre,province of québec,..,11,allée de la création,J6A 0C2,repentigny,qc,"11, allée de la création",Repentigny,2460013,24,45.738677,-73.448166
2411,Centre D'Art Et D'Exposition De Saint-Georges,..,art or cultural centre,province of québec,..,250,rue saint-georges,G5Y 4S9,saint-georges,qc,"centre culturel marie-fitzbach 250, 18e rue",Saint-Georges,2429073,24,46.116946,-70.674053
2412,Centre D'Art La Chapelle,centres d'art,art or cultural centre,québec city,..,620,plante avenue,..,québec city,qc,..,Québec,2423027,24,46.82445012,-71.26143818
2413,Centre D'Art La Maison Mauger,centres d'art,art or cultural centre,québec city,..,2185,boulevard bastien,..,québec city,qc,..,Québec,2423027,24,46.85805994,-71.33666863
2414,Centre D'Art Maison Hamel-Bruneau,centres d'art,art or cultural centre,québec city,..,..,..,..,québec city,qc,..,Québec,2423027,24,46.76716529,-71.27318247
2416,Centre D'Art Maison O'Neil,centres d'art,art or cultural centre,québec city,..,3160,boulevard wilfrid,..,quebec city,qc,..,Québec,2423027,24,46.80701814,-71.30727321
2417,Centre D'Art Maison Routhier,centres d'art,art or cultural centre,québec city,..,3325,rue rochambeau,..,québec,qc,..,Québec,2423027,24,46.76873364,-71.31976463
2418,Centre D'Art Maison Sanfaçon-Paradis,centres d'art,art or cultural centre,québec city,..,1439,boulevard louis XIV,..,québec,qc,..,Québec,2423027,24,46.87967447,-71.24793493
2419,Centre D'Art Moulin Des Jésuites,centres d'art,art or cultural centre,québec city,..,7960,boulevard henri,..,québec,qc,..,Québec,2423027,24,46.86256962,-71.26695464
2420,Centre D'Art Palais Montcalm,centres d'art,art or cultural centre,québec city,..,..,..,..,québec city,qc,..,Québec,2423027,24,46.81197326,-71.21331624
2421,Centre D'Art Rév.-Louis-Napoléon-Fiset,art gallery living history museum/site religious museum,museum,canadian museums association,..,109,rue principale,G0S 2R0,sainte hénédine,qc,109 rue principale sainte-hénédine québec g0s 2r0 canada,Sainte-Hénédine,2426040,24,..,..
2422,Centre D'Art Rotary,..,art or cultural centre,province of québec,..,195,rue principale,J9Z 1Y3,la sarre,qc,"195, rue principale",La Sarre,2487090,24,48.80707,-79.20539
2424,Centre D'Art Villa Bagatelle,centres d'art,art or cultural centre,québec city,..,1563,boulevard laurier,..,québec city,qc,..,Québec,2423027,24,46.78844511,-71.24680339
2425,Centre D'Artistes Caravansérail,art gallery,gallery,province of québec,..,274,michaud av,G5L 6A2,rimouski,qc,"coopérative de solidarité paradis, 274, av. michaud",Rimouski,2410043,24,48.4420091,-68.5299855
2426,Centre D'Artistes Vaste Et Vague,art gallery,gallery,canadian museums association,..,774,boulevard perron,G0C 1J0,carleton-sur-mer,qc,774 boulevard perron carleton-sur-mer québec g0c 1j0 canada,Carleton-sur-Mer,2406013,24,48.10107318,-66.1063436
2428,Centre D'Arts Visuels De Saint-Hubert,..,art or cultural centre,canadian museums association,..,7450,boulevard cousineau,J3Y 3L4,saint-hubert,qc,7450 boulevard cousineau saint-hubert québec j3y 3l4 canada,Longueuil,2458227,24,45.4843958,-73.3943075
2429,Centre D'Exposition Art-Image,theatres,theatre/performance and concert hall,gatineau,..,855,boulevard de-la-gappe,..,gatineau,qc,"855, boulevard de la gappe",Gatineau,2481017,24,45.483484,-75.684896
2431,Centre D'Exposition Art-Image Et Espace Odyssée,art gallery exhibition or cultural centre,gallery,canadian museums association,..,855,boulevard de-la-gappe,J8T 8H9,gatineau,qc,855 boulevard de la gappe gatineau québec j8t 8h9 canada,Gatineau,2481017,24,45.48454715,-75.68195104
2433,Centre D'Exposition D'Amos,art gallery,gallery,province of québec,..,222,1re avenue e,J9T 1H3,amos,qc,"maison de la culture, 222, 1re avenue e.",Amos,2488055,24,48.57155,-78.110717
2435,"Centre D'Exposition D'Amos, Maison De La Culture","institution muséale (musée, centre d'exposition, lieu d'interprétation)",art or cultural centre,province of québec,..,222,1ère avenue est,J9T 1H3,amos,qc,"222, 1ère avenue est",Amos,2488055,24,48.57170649,-78.11053534
2436,Centre D'Exposition De Blainville,art gallery,gallery,province of québec,..,1000,ch du-plan-bouchard,J7C 3S9,blainville,qc,"1000, ch. du plan-bouchard",Blainville,2473015,24,45.6805417,-73.8736826
2439,Centre D'Exposition De L'Université De Montréal,..,art or cultural centre,province of québec,..,2940,chemin de la côte-sainte-catherine,H3T 1B9,montréal,qc,"2940, chemin de la côte-sainte-catherine pavillon de la faculté de l'aménagement université de montréal local 0056",Montréal,2466023,24,45.504516,-73.621279
2441,Centre D'Exposition De La Gare De Rivière-Rouge,art gallery,gallery,province of québec,..,682,rue l'annonciation n,J0T 1T0,rivière rouge,qc,"682, rue l'annonciation n.",Rivière-Rouge,2479037,24,46.41521,-74.872104
2442,Centre D'Exposition De Mont-Laurier,art gallery,gallery,province of québec,..,385,rue du-pont,J9L 3N7,mont laurier,qc,"385, rue du pont",Mont-Laurier,2479088,24,46.550263,-75.498627
2447,Centre D'Exposition De Rouyn-Noranda,"institution muséale (musée, centre d'exposition, lieu d'interprétation)",art or cultural centre,province of québec,154,201,ave dallaire,J9X 4T5,Rouyn-Noranda,qc,"201, ave. dallaire, local 154",Rouyn-Noranda,2486042,24,48.23702561,-79.02205649
2448,Centre D'Exposition De Saint-Hyacinthe,art gallery exhibition or cultural centre,gallery,canadian museums association,..,..,2ieme av,J2S 5C3,saint-simon,qc,2ieme etage 495 av saint-simon saint-hyacinthe québec j2s 5c3 canada,Saint-Simon,2411055,24,..,..
2451,Centre D'Exposition De Val-D'Or,..,art or cultural centre,province of québec,..,600,rue val,J9P 3P3,val dor,qc,"600, 7e rue",Val-d'Or,2489008,24,48.09686,-77.790522
2452,Centre D'Exposition De Val-David - La Maison Du Village,..,art or cultural centre,province of québec,..,2495,rue de-l'église,J0T 2N0,val david,qc,"2495, rue de l'église",Val-David,2478010,24,46.030046,-74.20731
2453,Centre D'Exposition Du Centre Des Arts De Shawinigan (Autre Nom : Centre D'Exposition Léo-Ayotte),"institution muséale (musée, centre d'exposition, lieu d'interprétation)",art or cultural centre,province of québec,..,..,..,G9N 8R8,shawinigan,qc,"2100, boulevard des hêtres",Shawinigan,2436033,24,46.55987946,-72.74664458
2454,Centre D'Exposition Et Hameau De La Gare De Nominingue,art gallery,gallery,province of québec,..,2150,ch du-tour,J0W 1R0,lac nominingue,qc,"2150, ch. du tour-du-lac",Nominingue,2479030,24,46.3938049,-75.028989
2455,Centre D'Exposition L'Imagier,art galleries,gallery,gatineau,..,9,rue front,J9H 4W8,gatineau,qc,"9, rue front",Gatineau,2481017,24,45.579278,-75.412561
2460,Centre D'Exposition Léo-Ayotte,art gallery,gallery,province of québec,..,2100,boul des-hêtres,G9N 8R8,shawinigan,qc,"2100, boul. des hêtres",Shawinigan,2436033,24,46.557776,-72.74771
2463,Centre D'Exposition La Prison-Des-Patriotes,museum / historic site,museum,province of québec,..,903,de-lorimier av,H2K 3V9,montréal,qc,"903, av. de lorimier",Montréal,2466023,24,45.523357,-73.546434
2465,Centre D'Exposition Lethbridge De La Bibliothèque Du Boisé,salle de spectacle,library or archives,montréal,..,2727,boulevard thimens,H4R 1T4,montréal,qc,"2727, boulevard thimens",Montréal,2466023,24,45.5028475,-73.7057204
2467,Centre D'Exposition Louise-Carrier,art gallery,gallery,province of québec,..,33,rue wolfe,G6V 3X5,lévis,qc,"33, rue wolfe",Lévis,2425213,24,46.8081498,-71.1846741
2471,Centre D'Exposition Raymond-Lasnier - Maison De La Culture De Trois-Rivières,..,art or cultural centre,province of québec,..,1425,de-l'hôtel de-ville place,G9A 5H3,trois rivières ,qc,"1425, place de l'hôtel-de-ville",Trois-Rivières,2437067,24,46.343137,-72.542694
2473,Centre D'Histoire De Montréal,musée ou centre d'exposition,art or cultural centre,montréal,..,..,..,..,montréal,qc,..,Montréal,2466023,24,45.5010579,-73.55543717
2476,Centre D'Histoire Sir-William-Price,..,art or cultural centre,province of québec,..,1994,rue price,G7X 7X8,jonquière,qc,"1994, rue price c.p. 2314",Saguenay,2494068,24,48.423818,-71.243742
2477,Centre D'Information Artexte,art gallery historical society,gallery,canadian museums association,..,2,rue sainte-catherine e,H2X 1K4,montréal,qc,2 rue sainte-catherine e suite 301 montréal québec h2x 1k4 canada,Montréal,2466023,24,45.6442046,-73.5037492
2478,Centre D'Initiation Au Patrimoine - La Grande Ferme,..,art or cultural centre,province of québec,..,800,chemin du-cap tourmente,G0A 3X0,saint-joachim,qc,"800, chemin du cap-tourmente",Saint-Joachim,2421020,24,47.0538,-70.818067
2482,Centre D'Interprétation De L'Agriculture Et De La Ruralité,..,art or cultural centre,province of québec,..,281,rue saint-louis,G8G 2C8,la croix,qc,"281, rue saint-louis",Métabetchouan--Lac-à-la-Croix,2493012,24,48.40538,-71.778875
2484,Centre D'Interprétation De L'Ardoise,..,art or cultural centre,province of québec,..,5,rue belmont,J0B 2H0,richmond,qc,"5, rue belmont",Richmond,2442098,24,45.656669,-72.148894
2485,Centre D'Interprétation De L'Eau,..,art or cultural centre,province of québec,..,12,rue hotte,H7L 2R3,laval,qc,"12, rue hotte",Laval,2465005,24,45.616541,-73.786653
2487,Centre D'Interprétation De La Côte-De-Beaupré,community/regional museum interpretation centre,museum,canadian museums association,..,7976,av royale,G0A 1N0,château richer,qc,7976 av royale chateau-richer québec g0a 1n0 canada,Château-Richer,2421035,24,46.96881915,-71.01870924
2488,Centre D'Interprétation De La Dîme,interpretation centre,art or cultural centre,canadian museums association,..,775,de-la-mer route,G0J 2L0,sainte-flavie,qc,775 route de la mer sainte-flavie québec g0j 2l0 canada,Sainte-Flavie,2409085,24,48.598219,-68.2590887
2490,Centre D'Interprétation De La Foresterie,..,art or cultural centre,province of québec,..,600,rue principale,J9Z 2A1,la sarre,qc,"600, rue principale",La Sarre,2487090,24,48.793159,-79.205894
2491,Centre D'Interprétation De La Nature Du Lac Boivin Inc.,interpretation centre,art or cultural centre,canadian museums association,..,700,rue drummond,J2H 0K6,granby,qc,700 rue drummond granby québec j2h 0k6 canada,Granby,2447017,24,45.4013839,-72.7102515
2492,Centre D'Interprétation De La Réserve National De Faune Du Cap-Tourmente,interpretation centre,art or cultural centre,canadian museums association,..,570,ch du cap tourmente,G0A 3X0,saint joachim,qc,570 ch. du cap-tourmente réserve nationale de faune du cap-tourmente saint-joachim québec g0a 3x0 canada,Saint-Joachim,2421020,24,..,..
2493,Centre D'Interprétation De Place-Royale,..,art or cultural centre,canadian museums association,..,27,rue notre-dame,G1K 7A6,québec,qc,27 rue notre-dame québec québec g1k 7a6 canada,Québec,2423027,24,46.81379655,-71.2060941
2494,Centre D'Interprétation Des Battures Et De Réhabilitation Des Oiseaux De Saint-Fulgence,interpretation centre science and technology museum,museum,canadian museums association,..,100,chemin du-cap des-roches,G0V 1S0,saint-fulgence,qc,100 chemin du cap des roches saint-fulgence québec g0v 1s0 canada,Saguenay,2494068,24,48.3028048,-71.1644362
2495,Centre D'Interprétation Des Mammifères Marins,..,art or cultural centre,province of québec,..,108,rue de-la-cale sèche,G0T 2A0,tadoussac,qc,"108, rue de la cale-sèche",Tadoussac,2495005,24,48.139151,-69.719229
2497,Centre D'Interprétation Du Marais,interpretation centre natural history or natural sciences museum science and technology museum,museum,canadian museums association,..,69,chemin roy,J1X 0N4,magog,qc,69 chemin roy magog québec j1x 0n4 canada,Magog,2445072,24,45.2935877,-72.1781133
2498,Centre D'Interprétation Du Parc De L'Île-Bonaventure-Et-Du Rocher-Percé,interpretation centre,art or cultural centre,canadian museums association,..,4,rue du-quai,G0C 2L0,percé,qc,4 rue du quai percé québec g0c 2l0 canada,Percé,2402005,24,..,..
2499,Centre D'Interprétation Du Parc De La Falaise Et De La Chute Kabir Kouba,interpretation centre park,art or cultural centre,canadian museums association,..,15,boulevard des-étudiants,G2A 2K9,québec,qc,15 boulevard des étudiants québec québec g2a 2k9 canada,Québec,2423027,24,..,..
2500,Centre D'Interprétation Du Parc De La Rivière-Des-Mille-Îles,..,art or cultural centre,canadian museums association,..,345,boulevard sainte-rose,H7L 1M7,laval,qc,345 boulevard sainte-rose laval québec h7l 1m7 canada,Laval,2465005,24,45.607939,-73.7958814
2501,Centre D'Interprétation Du Parc National Du Canada Forillon,interpretation centre,art or cultural centre,canadian museums association,..,..,..,G0C 1R0,cap des rosiers,qc,parc national forillon cap-des-rosiers québec g0c 1r0 canada,..,..,24,..,..
2502,Centre D'Interprétation Du Patrimoine De Plaisance,interpretation centre,art or cultural centre,canadian museums association,..,276,rue desjardins,J0V 1S0,plaisance,qc,276 rue desjardins plaisance québec j0v 1s0 canada,Plaisance,2480045,24,45.6073228,-75.111902
2503,Centre D'Interprétation Du Patrimoine Religieux,..,art or cultural centre,province of québec,..,30,rue st-alexandre,G6G 0G7,thetford mines,qc,"30, rue st-alexandre",Thetford Mines,2431084,24,46.090941,-71.3001
2506,Centre D'Interprétation Et D'Observation De Cap-De-Bon-Désir,interpretation centre maritime or marine museum natural history or natural sciences museum,museum,canadian museums association,..,138,bergeronnes route,G0T 1G0,bergeronnes,qc,route 138 bergeronnes québec g0t 1g0 canada,Les Bergeronnes,2495018,24,48.2791043,-69.4829891
2508,Centre D'Interprétation Historique De Sainte-Foy,..,art or cultural centre,province of québec,..,2825,chemin sainte-foy,G1V 1W1,québec,qc,"2825, chemin sainte-foy",Québec,2423027,24,46.778674,-71.303596
2509,Centre D'Interprétation Le Château Logue,interpretation centre,art or cultural centre,canadian museums association,..,8,rue comeau,J9E 2R8,maniwaki,qc,8 rue comeau maniwaki québec j9e 2r8 canada,Maniwaki,2483065,24,46.38351,-75.9662251
2510,Centre D'Interprétation Les Brasseurs Du Temps,"heritage buildings, monuments and houses",heritage or historic site,gatineau,..,170,rue montcalm,..,gatineau,qc,170 rue montcalm,Gatineau,2481017,24,45.42983332,-75.72675884
2512,Centre D`Histoire Du Séminaire De Saint-Hyacinthe,library and/or archives exhibition or cultural centre historical society,library or archives,canadian museums association,..,650,rue girouard est,J2S 2Y2,saint-hyacinthe,qc,650 rue girouard est saint-hyacinthe québec j2s 2y2 canada,Saint-Hyacinthe,2454048,24,45.63240579,-72.9420159
2513,Centre D'Archives De Montréal,arts et culture,library or archives,montréal,..,535,viger avenue est,H2L 2P3,montréal,qc,535 avenue viger est,Montréal,2466023,24,45.513233,-73.554764
2515,Centre D'Histoire De Montréal,musée municipal,art or cultural centre,montréal,..,335,d'youville place,H2Y 3T1,montréal,qc,"335, place d'youville",Montréal,2466023,24,45.5010311,-73.5557225
2516,Centre De Conservation Du Québec,other,miscellaneous,canadian museums association,..,1825,rue semple,G1N 4B7,québec,qc,1825 rue semple québec québec g1n 4b7 canada,Québec,2423027,24,46.7972615,-71.2677659
2517,Centre De Découverte Du Milieu Marin -Parc Marin Du Saguenay -Saint-Laurent,..,miscellaneous,canadian museums association,..,41,rue des-pilotes,G0T 1K0,les escoumins,qc,41 rue des pilotes les escoumins québec g0t 1k0 canada,Les Escoumins,2495025,24,48.3183021,-69.4150704
2518,Centre De Design De L'Uqam,art gallery,gallery,canadian museums association,..,1440,sanguinet,H3C 3P8,montréal,qc,1440 sanguinet montréal québec h3c 3p8 canada,Montréal,2466023,24,45.5127466,-73.56214072
2519,Centre De Documentation Marius-Barbeau,..,miscellaneous,canadian museums association,..,4839,rue de-bordeaux,H2H 2A2,montréal,qc,4839 rue de bordeaux montréal québec h2h 2a2 canada,Montréal,2466023,24,45.536666,-73.576902
2520,Centre De L'Émeu De Charlevoix - Économusée De La Huilière,museum / historic site,museum,province of québec,..,710,rue st-édouard,G0A 4K0,saint-urbain,qc,"710, rue st-édouard",Saint-Urbain,2416055,24,47.55409,-70.534324
2522,Centre De La Biodiversité Du Québec,..,miscellaneous,province of québec,..,1800,des-jasmins avenue,G9H 2S2,bécancour,qc,"1800, avenue des jasmins",Bécancour,2438010,24,46.328349,-72.503417
2523,Centre De La Nature Du Mont Saint-Hilaire,interpretation centre other,art or cultural centre,canadian museums association,..,422,chemin des-moulins,J3G 4S6,mont-saint-hilaire,qc,422 chemin des moulins mont-saint-hilaire québec j3g 4s6 canada,Mont-Saint-Hilaire,2457035,24,45.5358351,-73.1569191
2524,Centre De Recherche Acadien De L'Î.-P.-É.,library and/or archives,library or archives,canadian museums association,..,23,rue main,C0B 1T0,miscouche,pe,23 rue main miscouche prince edward island c0b 1t0 canada,Resort Mun. Stan.B.-Hope R.-Bayv.-Cavend.-N.Rust.,1102045,11,46.4691514,-63.30243821
2525,Centre De Recherche De La Société De Généalogie De Saint-Eustache,..,miscellaneous,canadian museums association,..,12,chemin de la grande côte,J7P 1A2,saint-eustache,qc,12 chemin de la grande-côte saint-eustache québec j7p 1a2 canada,Saint-Eustache,2472005,24,..,..
2526,Centre De Recherche En Civilisation Canadienne-Française Université D'Ottawa,library and/or archives,library or archives,canadian museums association,..,65,rue université,K1N 6N5,ottawa,on,65 rue université pièce 040 ottawa ontario k1n 6n5 canada,Ottawa,3506008,35,..,..
2527,Centre Des Arts Contemporains Du Québec À Sorel-Tracy,art gallery,gallery,canadian museums association,..,207,rue prince,J3P 4K8,sorel tracy,qc,207 rue prince sorel-tracy québec j3p 4k8 canada,Sorel-Tracy,2453052,24,46.039383,-73.1122056
2528,Centre Des Arts De Baie-Comeau,auditorium / theatre,theatre/performance and concert hall,province of québec,..,1660,rue de-bretagne,G5C 3S3,baie-comeau,qc,"1660, rue de bretagne",Baie-Comeau,2496020,24,49.203599,-68.260434
2529,Centre Des Arts De Shawinigan,auditorium / theatre,theatre/performance and concert hall,province of québec,..,..,..,G9N 8R8,shawinigan,qc,"2100, boul. des hêtres",Shawinigan,2436033,24,46.5606699,-72.7450451
2530,Centre Des Arts Et De La Culture De Dieppe,cultural centres,art or cultural centre,moncton,..,331,acadie ave,E1A 0G3,dieppe,nb,331 acadie ave,Dieppe,1307045,13,46.09457186,-64.74826498
2531,Centre Des Arts Juliette-Lassonde De Saint-Hyacinthe,auditorium / theatre,theatre/performance and concert hall,province of québec,..,1705,rue st-antoine,J2S 9E2,saint-hyacinthe,qc,"1705, rue st-antoine",Saint-Hyacinthe,2454048,24,45.623374,-72.945802
2533,Centre Des Loisirs Culturels Et Scientifiques Du Témiscamingue,human history-archaelogy-anthropology or ethnology natural history or natural sciences museum,museum,canadian museums association,..,5,rue principale sud,J0Z 3B0,notre-dame du-nord,qc,fossilarium de notre-dame-du-nord 5 rue principale-sud notre-dame-du-nord québec j0z 3b0 canada,Notre-Dame-du-Nord,2485090,24,..,..
