,Name,Rating,Reviews,Review_num
244,UBC Okanagan Library,3.7,"[{'author_name': 'Pinku Deb Nath', 'author_url': 'https://www.google.com/maps/contrib/106089262614537132168/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AOh14GgBHpezaXSKeOiYU7OaBDTFKhyHIcdDDeRfmvKrww=s128-c0x00000000-cc-rp-mo-ba2', 'rating': 5, 'relative_time_description': '5 months ago', 'text': 'Beautiful and spacious library and has most of the books that I needed.', 'time': 1605565224}, {'author_name': 'Aaron Hahn', 'author_url': 'https://www.google.com/maps/contrib/109429827377904402403/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AATXAJx_-tG03Z_Ip6XNTsY3GtiXX8aOte1y_2a5FHyWfg=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': 'a year ago', 'text': ""I'm an alumni and own my own engineering firm.  This location is a great resource when needing design manuals or specialized text books that we do not often use or do not yet have in our own library.  Service is excellent."", 'time': 1582328596}, {'author_name': 'Jessica Theron', 'author_url': 'https://www.google.com/maps/contrib/108687937228134910534/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AOh14GjYpqFDbty275oYRJBffZ_ggQDmRlOtHtyvJEnx=s128-c0x00000000-cc-rp-mo-ba2', 'rating': 4, 'relative_time_description': '3 years ago', 'text': 'Can be noisy, hard to find open computers for long term work.   The upstairs quiet study tables are very nice and there  are available reading couches, though these are usually occupied. If you want to use a study room you should book it online in advance.', 'time': 1507670162}, {'author_name': 'ACV Zhao', 'author_url': 'https://www.google.com/maps/contrib/102952179915124231631/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AOh14Gg6f9rVByQaPxA_LuKSRdanOYnOmMSQvWI0-vly=s128-c0x00000000-cc-rp-mo', 'rating': 1, 'relative_time_description': 'a year ago', 'text': 'The 3rd floor is not connected to the library but still be called as LIB 317. It took me 10 minutes to actually find out this.', 'time': 1583883769}, {'author_name': 'Pierre Desjardins', 'author_url': 'https://www.google.com/maps/contrib/109473189441499957113/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AOh14Gg29O9fNSWnqRug91b3LruDiqtpw-8IP_zaZ7ROuw=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': '5 years ago', 'text': 'has a good variety of silent to moderately loud space.  One of my personal favourite study venues.', 'time': 1461342129}]",5
245,McLeese Lake,no data,0,0
246,Metro Theatre Centre,4.3,"[{'author_name': 'Rosemary Simpson', 'author_url': 'https://www.google.com/maps/contrib/115310436604045826037/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AATXAJyiuKihy8kodwr6aXJNqEBKAkRMBIgF1CCEuWPP=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': 'a year ago', 'text': 'Great performance of The Gazebo!! Murder mystery and laughs. Great theatre and way to spend some family time. Cant wait to see more!😊', 'time': 1582483391}, {'author_name': 'Dan Davies', 'author_url': 'https://www.google.com/maps/contrib/116241456678010950874/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AOh14Ghn_4EeBKa6Du8noh4B-ehQmBo9yyUaH-kp1JndL3k=s128-c0x00000000-cc-rp-mo-ba5', 'rating': 4, 'relative_time_description': 'a year ago', 'text': 'This is an older theatre, which we have attended for years! Although it is small and old, the productions are top-notch.\nIt is casual, and comfortable. Highly recommended.', 'time': 1573532169}, {'author_name': 'wendy johannes', 'author_url': 'https://www.google.com/maps/contrib/116593942483441327684/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AATXAJxJVZVQMZdWXsx2fV2ytsQdHTdrLUvHE587GPOY=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '2 years ago', 'text': 'We just came from seeing communicating doors. It was the best performance of the season. Wonderfully acted and the stage set was excellent. Would compete with any theatre.', 'time': 1557640569}, {'author_name': 'Brock Turner', 'author_url': 'https://www.google.com/maps/contrib/100707857854065362336/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AOh14GhuJHimIXHImw6Be30P7LyNpIDGGK1tKB7m8-SY=s128-c0x00000000-cc-rp-mo-ba5', 'rating': 4, 'relative_time_description': 'a year ago', 'text': 'Not a bad seat in the house! And pretty comfortable too! Acoustics are ok but sound systems need alot of help.', 'time': 1576611701}, {'author_name': 'William Didur', 'author_url': 'https://www.google.com/maps/contrib/116068752241950187826/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AOh14Ggoogzx1Sro9OYMGsGTn652NpTWty0yzfpOkdvlvks=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 5, 'relative_time_description': 'a year ago', 'text': 'Alice in Wonderland Panto, excellent production went 2X, took friends 2nd time', 'time': 1578776909}]",5
247,Midway Public Library,5,"[{'author_name': 'Kaity Potatie', 'author_url': 'https://www.google.com/maps/contrib/107111158509554449060/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AATXAJx0sAfefbSSKa1HIZeyQlCcj4o7pufbs8RGZJ82=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '6 years ago', 'text': 'The Midway Public Library hosts a 5k, 10k, 21k Walk/Run for the BC Cancer Foundation 3rd Saturday of July. The trails are wonderful as is the town.', 'time': 1404678643}]",1
248,Monte Clark Gallery,4.5,"[{'author_name': 'Kirk Chantraine', 'author_url': 'https://www.google.com/maps/contrib/112808182966369626537/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AOh14GiyTaoqPG2SgOClsumEc2SFlH3stRx0Ccl3vMG0mg=s128-c0x00000000-cc-rp-mo-ba7', 'rating': 5, 'relative_time_description': '2 years ago', 'text': 'Always well curated and pleasant space. They almost always have great photography on show. Highly recommended.', 'time': 1555298789}, {'author_name': 'Vee CR', 'author_url': 'https://www.google.com/maps/contrib/102087714895077606028/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AOh14Gje5McK84c-2HmK5yNtm-lmhWzm4FB-dpQOyAYplmI=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 5, 'relative_time_description': 'a year ago', 'text': ""One of my favourite galleries in the city. While it is small, it is always filled with interesting contemporary art and it's worth the visit."", 'time': 1559429876}, {'author_name': 'mark smith', 'author_url': 'https://www.google.com/maps/contrib/111031919099815234097/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AATXAJzy6Y49cR6kRIAz5B4aAGRee0P7UIy1xz8knrxw=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 5, 'relative_time_description': '2 years ago', 'text': 'One of the few private galleries who represent relevent vancouver artists', 'time': 1533586524}, {'author_name': 'Igor Zeiger', 'author_url': 'https://www.google.com/maps/contrib/111254325532072553747/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AOh14GilTk5y043UmCQTsMr1aSlJwrINi99tDjKRfpkx5xo=s128-c0x00000000-cc-rp-mo-ba5', 'rating': 5, 'relative_time_description': 'a year ago', 'text': 'Great gallery with good exhibition always.', 'time': 1566591168}, {'author_name': 'Russell Liu', 'author_url': 'https://www.google.com/maps/contrib/117782302039060651711/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AOh14GjGvNthqVr4LY7r5qCKojlZNdX52MJFLVRlO71HIw=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 3, 'relative_time_description': '3 years ago', 'text': 'Smaller than expected, but free entry & interesting collection.', 'time': 1495394444}]",5
249,Morris and Helen Belkin Art Gallery,4.4,"[{'author_name': '獨孤明', 'author_url': 'https://www.google.com/maps/contrib/112198363779237080395/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AOh14Gh7TP0DpdOoHiZX4oG8Ba9TQgUgjAdcO46brGDJ=s128-c0x00000000-cc-rp-mo-ba6', 'rating': 5, 'relative_time_description': 'a month ago', 'text': ""The Morris and Helen Belkin Art Gallery is a contemporary art gallery in Vancouver, British Columbia on the campus of the University of British Columbia. The gallery is housed in an award-winning building designed by architect Peter Cardew and opened in 1995. It houses UBC’s growing collection of contemporary art as well as an archive containing more than 30,000 objects related to the history of art in Vancouver.\n\nThe Morris and Helen Belkin Art Gallery mounts 4 to 7 exhibitions of art per year by nationally and internationally known artists, and works from the collection are showcased annually in a thematic exhibition. The Belkin Art Gallery also creates small scale traveling exhibitions for circulation within Canada, and collaborates on large scale international exhibitions. The gallery's mandate includes research, publication, and a program of screenings, performances, and lectures by artists, scholars, curators and critics.\n\nSince 2003, new outdoor works have been installed on campus by artists Rodney Graham, Jamelie Hassan, Myfanwy Macleod, and Edgar Heap of Birds. A self-guided tour of outdoor art on campus can be downloaded from the Morris and Helen Belkin Art Gallery website. The gallery and campus have outdoor sculpture and have been reported on as part of Vancouver's public art scene. Exhibitions have included artworks by indigenous artists.\n\nAdmission to the gallery is free. An estimated 13 percent of the gallery's collection is from female artists and an edit-a-thon was launched at the gallery to create articles on more of those women on Wikipedia in 2017.\n\nThe UBC Fine Arts Gallery was founded in 1948 in a basement section of the Main Library on the University campus. The Fine Arts Gallery was the only venue in the Vancouver region that focused exclusively on contemporary art. The gallery rose in national status during the 1960s and 1970s by presenting innovative work by artists who were establishing Vancouver on the international art scene.\n\nUntil 1994, the gallery was used only as an exhibition space; afterwards, it began to house and administer the University Art Collection. On June 14, 1995, the Fine Arts Gallery was rededicated as the Morris and Helen Belkin Art Gallery and opened its new facility at 1825 Main Mall."", 'time': 1615778157}, {'author_name': 'Maxwell Chan', 'author_url': 'https://www.google.com/maps/contrib/108736865855698257587/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AOh14Gjicqv0t5oElrvVxfAIs47Cb8iTAdWuxGBbg_QdlPg=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': 'a week ago', 'text': ""a nice, small-ish gallery that's free on campus"", 'time': 1620144328}, {'author_name': 'Matthew Hughes', 'author_url': 'https://www.google.com/maps/contrib/114997912129496557882/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AATXAJx-C5IqZHAgzLtdjpCCQdwWlMhemC97UaQsNcgi=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': 'a year ago', 'text': ""A friend visited the gallery last year and saw a book they really wanted but didn't have space for, we bought them the book for Christmas but left it pretty late. The team at the gallery were top class in making sure it got here before Christmas. A real pleasure to deal all the way through, even with a massive time difference from London to Vancouver."", 'time': 1581610918}, {'author_name': 'Tong Shen', 'author_url': 'https://www.google.com/maps/contrib/115864315009235255537/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AOh14GhUT4C34k_jLb3KaTEuOdMEQgEWma4xv7JStgVh1Q=s128-c0x00000000-cc-rp-mo', 'rating': 4, 'relative_time_description': '7 months ago', 'text': 'I like the cleaning gel they use on the headsets.', 'time': 1601421937}, {'author_name': 'Erin Woodell', 'author_url': 'https://www.google.com/maps/contrib/116628276960722202645/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AATXAJzu32C9U16w7hbPeQjK4hqhOqvSCWrd19y647s6=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': 'a year ago', 'text': ""I went to an Artist Tour of her own exhibit, really amazing. There is always a thought provoking installation on at the Belkin Art Gallery, they rotate the exhibit 3 times a year. And it's always free!"", 'time': 1563725229}]",5
250,Mount Pleasant,no data,0,0
251,Muriel Arnason Library,3.7,"[{'author_name': 'todd galagan', 'author_url': 'https://www.google.com/maps/contrib/117599114443318658590/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AATXAJxyzUkLyKxqRXUXWyRzymUHUTKGXzmQlPprDjVh=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': 'a month ago', 'text': 'Great little modern small library', 'time': 1616559361}, {'author_name': 'Stephanie Smith', 'author_url': 'https://www.google.com/maps/contrib/110981816399087742991/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AATXAJxvSD2Ec_KuEGOsGmh4GzCCpvcJmn50wy70XT_w=s128-c0x00000000-cc-rp-mo', 'rating': 3, 'relative_time_description': '2 years ago', 'text': 'If you are going to a library to study or read something in a quite environment, avoid this one. It is a strange library in terms of noise, as it is the loudest library I have ever seen. But, the staff is nice and always do their best to help you. So, I just get my DVDs and quickly get out of there!', 'time': 1541090592}, {'author_name': 'Scott Harker', 'author_url': 'https://www.google.com/maps/contrib/104868856792388521754/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AATXAJwM902Q_xSsG_hocXS8tP9YLMu8LFctKuSsscDO=s128-c0x00000000-cc-rp-mo-ba2', 'rating': 4, 'relative_time_description': 'a year ago', 'text': 'My opinion has changed on this location. My visits of late have been very pleasant thanks to the kind staff who are usually up for a laugh. This location is a short walk, so it is nice to make a quick trip and nab a book. I wish it was bigger, but I would still prefer a small library over no library to be certain.', 'time': 1565411148}, {'author_name': 'Marta', 'author_url': 'https://www.google.com/maps/contrib/108755389810481632806/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AATXAJxwrac-TiCHgPz5dnBNPnxl1gYiKA9BaVa5nWTmBw=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 3, 'relative_time_description': '3 years ago', 'text': ""Not a good place to study as tutors don't whisper or speak quietly and there's always at least a few  screaming children. Would be nice to create an enclosed/soundproof study room or have the librarians walk around and remind people to lower their voices. Good selection of books but could have more for kids 0-3."", 'time': 1511061432}, {'author_name': 'shuping yin', 'author_url': 'https://www.google.com/maps/contrib/111540802340627599221/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AOh14GiBHAgjrav6chizp1iRSBMq-oAA-WxcK-U8DGYj=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 4, 'relative_time_description': 'a year ago', 'text': 'It’s great,but little bit small.', 'time': 1576954138}]",5
252,Murrayville Library,4.4,"[{'author_name': 'Michael Prins', 'author_url': 'https://www.google.com/maps/contrib/104942310547310880748/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AATXAJw0sHdx16v4oNIsQI6mr4lPDI-34wT3c9sEvWU=s128-c0x00000000-cc-rp-mo-ba5', 'rating': 5, 'relative_time_description': 'a year ago', 'text': 'Great staff and a surprising amount of choices for a smaller library. Lots of DVDs, for kids and adults, too! And they have all kinds of activities for families and seniors - well done!', 'time': 1578417631}, {'author_name': 'Scott VM', 'author_url': 'https://www.google.com/maps/contrib/114090293219084502417/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AATXAJxlhv7dor_2eY_Ew-iHg24k0QZ4FdWAjRhYo0uJ=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 4, 'relative_time_description': 'a year ago', 'text': 'Surprisingly good selection for a small town branch. Loan periods are too short for my reading speed.', 'time': 1567487205}, {'author_name': 'Mark Yager', 'author_url': 'https://www.google.com/maps/contrib/109112245204348909313/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AOh14GiPWNoxxXWTigeiY54HcpTUQfs9s_kS24zDZ94ucg=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': '4 years ago', 'text': ""A great little library.  Helpful staff, electronic self checkout.  Love the online system where you can place a hold on a book and they'll ship the book to your local library from any of the Fraser valley libraries. Parking in the back (limited) or on the street."", 'time': 1493441354}, {'author_name': 'Murphy mac', 'author_url': 'https://www.google.com/maps/contrib/112187933674429727594/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AATXAJx2Fdpgpewj8GjwO58EsFjxa6_xZEt9XVY8XisP=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '2 years ago', 'text': 'Excellent building modern design air conditioning works great friendly staff  easy to find information', 'time': 1530746950}, {'author_name': 'Kean Vo', 'author_url': 'https://www.google.com/maps/contrib/110779661875227014453/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AOh14GhdLn7JxRZW6DY8StmKvykL1EIzYYxPkFe60MGwMg=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '3 years ago', 'text': 'No problems at all', 'time': 1510380769}]",5
253,Geert Maas Sculpture Gardens and Gallery,3.7,"[{'author_name': 'Darryl Bannon', 'author_url': 'https://www.google.com/maps/contrib/117213746719951170865/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AOh14GjDKH90-jAYuuPlRkbqVmPX3JkkHQIuT4JqRzTIdg=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '8 months ago', 'text': 'Very friendly and informative. Husband and wife team. Husband (Geert) is the renown  artist; his wife is the sculpture garden curator.', 'time': 1598381993}, {'author_name': 'Anna Schneiderman', 'author_url': 'https://www.google.com/maps/contrib/103370477941625849350/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AOh14GiDIfcX4wBY0do7BWuUofcd7bvRgDqHJtJDmcroC18=s128-c0x00000000-cc-rp-mo-ba5', 'rating': 4, 'relative_time_description': '9 months ago', 'text': 'Very interesting collection of sculptures and other art work.', 'time': 1595918776}, {'author_name': 'Alexandra Grizas', 'author_url': 'https://www.google.com/maps/contrib/116103790683945168488/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AOh14Gj0avrG04vCPkjAOG716MwXAuuXEdFtB8d_RxzyAg=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 4, 'relative_time_description': '2 years ago', 'text': ""A neat exhibit of a lifetime of painting, bronze casting, and other sculpture at the artist's home. He and his wife are passionate and taught us a lot during the visit. Visits by donation."", 'time': 1537270059}, {'author_name': 'Kristina', 'author_url': 'https://www.google.com/maps/contrib/102400504118938056206/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AATXAJyUlcnizQ-tWSkfVqgoVxs_EBa4-Vno56EYxxEAlOc=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': '2 years ago', 'text': 'Lots of sculptures on his personal property both inside his basement and around the property. We got a tour as well. Showed up without an appointment and we were welcomed in.', 'time': 1538010031}, {'author_name': 'Eric Engineer', 'author_url': 'https://www.google.com/maps/contrib/104689168862068714041/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AOh14GhhBTfjlB-rGJ2IKJzvG3iQ8NeJethrWoXuZH_mog=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 5, 'relative_time_description': '2 years ago', 'text': 'Met Geert and his wife.  Very talented. Enjoyed ourselves', 'time': 1531277209}]",5
254,University Gallery-Art Department,no data,0,0
255,Museum of Anthropology,4.7,"[{'author_name': 'Wun Tun', 'author_url': 'https://www.google.com/maps/contrib/117776270573856454430/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AATXAJzTAh7uYTUdjee1C-30-9g3qfYdrsAL5SjHqbkElw=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 5, 'relative_time_description': 'a month ago', 'text': ""They're currently undergoing seismic upgrades so the great room was closed. There's a little discount because of this and we were able to use the family rate.  You can still see the totem poles in a storage room laying on racks. Still impressive.  We came early lots of parking. 2 hours was just enough time with 2 kids.   You can easily spend more time if you come with someone who appreciates every bit of history on display and discuss about the pieces.  The outside exhibits are open to the public and the entire museum is cool thanks to Arthur Erikson's architecture."", 'time': 1616347372}, {'author_name': 'Alexis Wade', 'author_url': 'https://www.google.com/maps/contrib/116129933725651559912/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AOh14GhOmmyXWqgbN8rxuCeX-FMBUrN38-JahRNW_z2q=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '2 months ago', 'text': 'You must visit this museum if you are interested in different cultures and especially to gain some insight into Native cultures within British Columbia and Canada. Everything here is astonishing. It is truly a blessing to be able to see and learn about many of the artifacts they hold. The staff was kind and helpful, and even a security guard told us about a few of the artifacts. We had a lovely experience here. I would advise you to budget a couple of hours here -- time passes quickly because there is just so much to see. I hope you enjoy this museum as much as I did.', 'time': 1614363827}, {'author_name': 'Daniel Vasquez', 'author_url': 'https://www.google.com/maps/contrib/112671730766688582723/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AOh14GgjE-EqNEV4YohWCojtYkTCdYffEzpOyzAVOAK1zF0=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 5, 'relative_time_description': 'a month ago', 'text': 'A truly remarkable place and a must visit even if history and indigenous culture doesn’t peek your interest. It was a very enriching experience learning and just absorbing the history being communicated through the exhibits and stories being told by the artists and curators. I’m not a museum person, but this was a 10 out of 10!', 'time': 1618096783}, {'author_name': 'Eric Mortensen', 'author_url': 'https://www.google.com/maps/contrib/109311034145854520006/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AOh14GgrZK5FmWOdvneuTeeMzsiFW0PFoTM250EQcekE=s128-c0x00000000-cc-rp-mo-ba2', 'rating': 5, 'relative_time_description': 'in the last week', 'text': 'Free entry for us UBC students.\n\nIt is truly a blessing to be able to see and learn about many of the artifacts they hold.  A place that I can refocus my wandering mind.  The entire tour can take about two hours. So a good place to be if you just want some time off for yourself after the study.', 'time': 1620404894}, {'author_name': 'Martin Franssen', 'author_url': 'https://www.google.com/maps/contrib/112271168942203656430/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AOh14GiPlVMEl41SOORFS1yIPx4tvYWUuKSqyKGZdk3h=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 5, 'relative_time_description': '2 weeks ago', 'text': 'Beautifull and historically interesting museum. Easy parking in the nearby garage. Take at least a few hours to soak up the history of the native people of the part of the world. Impressive big wood sculptures and a very nice collection of masks of all around the world.', 'time': 1619282361}]",5
256,The Costume Museum,no data,0,0
257,Museum of Surrey,4.5,"[{'author_name': 'Jessica Kuan', 'author_url': 'https://www.google.com/maps/contrib/100716038062546667780/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AOh14GivPpM-ALvwLgBrdC3fVEISPMG-b5Ea_9Bi3VEkEiQ=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '2 months ago', 'text': 'Loved it. The staff is really nice and knowledgeable. Kids all had fun. Will definitely come back again', 'time': 1615060249}, {'author_name': 'P Tech', 'author_url': 'https://www.google.com/maps/contrib/106075559385830161372/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AOh14GhA87ynvPlmPNimLOwPcx_2DGroGsJFakaIRnxK6A=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 4, 'relative_time_description': 'a month ago', 'text': 'Its Awesome , Good place for visit with kids / family 👪 .', 'time': 1616757866}, {'author_name': 'Sean Buckley', 'author_url': 'https://www.google.com/maps/contrib/108425058946233443457/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AOh14GjRlVMlDrqN9efnaxOuRSJBYKBpG3baLB_26-z0_eg=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': 'a year ago', 'text': 'The staff do a great job of making the museum feel welcoming. The interactive play area is the perfect place for keeping kids entertained. The museum switches their exhibits fairly regularly, so there are things to see on repeat trips. They also do a good kid with community events and special sessions. It’s worth a visit.', 'time': 1584995036}, {'author_name': 'Omie Khandana', 'author_url': 'https://www.google.com/maps/contrib/103918041654920685892/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AOh14GjK1USGdl29b9LNe4v_YV2wnbFEA2W_Y8BY6KI-BA=s128-c0x00000000-cc-rp-mo-ba2', 'rating': 5, 'relative_time_description': 'a year ago', 'text': ""Awesome for kids and adults!The new and improved museum is perfect! After they renovated the place it looks like a heaven for a child with the indoor educational play room. Toy fishing, kitchen, slide etf . It looks kinda like a Lego Land. O. The other side inside it a history on Surrey area, plus other educational kids events. All by donation (non mandatory)and it's worth it!"", 'time': 1584234872}, {'author_name': 'Kristina Friesen', 'author_url': 'https://www.google.com/maps/contrib/103900062999154640585/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AATXAJyYyIweI5kyTFDfFinXOZnCKN6dUTNhP5RYIxn7=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': '4 months ago', 'text': 'very friendly staff and amazing installments upstairs', 'time': 1608046853}]",5
