lat,lon,facility_type,type,name,city,id
49.31413945,-123.10088834999999,education,Independent School,Bodwell High School,North Vancouver,5915051
49.18791254,-122.74857,education,Public School,Bothwell Elementary School,Surrey,5915004
49.11741256,-122.8810901,education,Public School,Boundary Park Elementary,Surrey,5915004
49.381024499999995,-123.3416988995738,education,Public School,Bowen Island Community School,Bowen Island,5915062
49.34224211,-123.079568,education,Public School,Braemar Elementary,North Vancouver,5915046
49.2987348,-122.81314284902572,education,Public School,Bramblewood Elementary,Coquitlam,5915034
49.28987252,-122.7970506,education,StrongStart BC,Bramblewood StrongStart Centre,Coquitlam,5915034
49.22460042,-122.967698,education,Public School,Brantford Elementary,Burnaby,5915025
49.2710881,-122.99348074423199,education,Public School,Brentwood Park Elementary,Burnaby,5915025
49.21190251,-122.86589,education,Public School,Bridgeview Elementary,Surrey,5915004
49.34042144,-123.0222421,education,Independent School,Brockton Preparatory School,North Vancouver,5915046
49.32013125,-123.04621804207996,education,Public School,Brooksbank Elementary,North Vancouver,5915046
49.15820154,-122.8274212,education,Public School,Brookside Elementary,Surrey,5915004
49.07033317,-122.6444207,education,Public School,Brookswood Secondary,Langley,5915001
49.23308454,-122.955981,education,Public School,Buckingham Elementary,Burnaby,5915025
49.24325984,-122.9742593,education,Public School,Burnaby Central Secondary,Burnaby,5915025
49.24844748,-122.9869501,education,Public School,Burnaby Continuing Education,Burnaby,5915025
49.24933999,-122.9747321,education,Independent School,Burnaby Montessori School,Burnaby,5915025
49.27907525,-122.9719683,education,Public School,Burnaby North Secondary,Burnaby,5915025
49.23320403,-122.915386,education,Public School,Burnaby Online Program,Burnaby,5915025
49.14191949,-122.912588,education,Public School,Burnsview Secondary,Delta,5915011
49.19144748,-122.5546797,education,Public School,c'usqunela Elementary,Maple Ridge,5915075
49.11375981,-122.8066019,education,Public School,Cambridge Elementary,Surrey,5915004
49.25252251,-122.89936,education,Public School,Cameron Elementary,Burnaby,5915025
49.18559746,-123.0986402,education,Independent School,Canada Star Secondary School,Richmond,5915015
49.25191298,-123.1432521,education,Public School,Canuck Place School Program,Vancouver,5915022
49.35276999,-123.0950723,education,Public School,Canyon Heights Elementary,North Vancouver,5915046
49.23320403,-122.915386,education,Public School,Cariboo Hill Alternate Secondary Program,Burnaby,5915025
49.23320403,-122.915386,education,Public School,Cariboo Hill Secondary,Burnaby,5915025
49.34104752,-123.0628899,education,Public School,Carisbrooke Elementary,North Vancouver,5915046
49.3289315,-123.0824279,education,Public School,Carson Graham Secondary,North Vancouver,5915051
49.23361747,-122.785206,education,Public School,Castle Park Elementary,Port Coquitlam,5915039
49.18068252,-122.8797003,education,Public School,Cedar Hills Elementary,Surrey,5915004
49.18068252,-122.8797003,education,StrongStart BC,Cedar Hills StrongStart Centre,Surrey,5915004
49.25321088,-122.8465921,education,Public School,Centennial School,Coquitlam,5915034
49.25601253,-122.78087,education,Public School,Central Elementary,Port Coquitlam,5915039
49.25601253,-122.78087,education,StrongStart BC,Central StrongStart Centre,Port Coquitlam,5915039
49.26321749,-123.1453193,education,Independent School,Century High School,Vancouver,5915022
49.23421317,-123.006201,education,Public School,Chaffey-Burke Elementary,Burnaby,5915025
49.23421317,-123.006201,education,StrongStart BC,Chaffey-Burke StrongStart Centre,Burnaby,5915025
49.1393672,-122.9087861,education,Public School,Chalmers Elementary,Delta,5915011
49.1393672,-122.9087861,education,StrongStart BC,Chalmers StrongStart Centre,Delta,5915011
49.21410368,-123.0299709,education,Public School,Champlain Heights Annex,Vancouver,5915022
49.21410368,-123.0299709,education,StrongStart BC,Champlain Heights Annex StrongStart Cntr,Vancouver,5915022
49.22046924,-123.0267776,education,Public School,Champlain Heights Community Elementary,Vancouver,5915022
49.04883514,-122.842318,education,Public School,Chantrell Creek Elementary,Surrey,5915004
49.25020999,-123.0819321,education,Public School,Charles Dickens Annex,Vancouver,5915022
49.2501822,-123.08287911642837,education,Public School,Charles Dickens Elementary,Vancouver,5915022
49.268031300000004,-123.05079890040753,education,Public School,Chief Maquinna Elementary,Vancouver,5915022
49.27327593,-122.8210612,education,Independent School,Children of Integrity Montessori,Coquitlam,5915034
49.25235999,-123.0471121,education,Independent School,Children's Hearing and Speech Centre BC,Vancouver,5915022
49.13738752,-122.81399,education,Public School,Chimney Hill Elementary,Surrey,5915004
49.16985746,-122.9947294,education,Independent School,Choice School For Gifted Children,Richmond,5915015
49.16636753,-122.8499502,education,Public School,Cindrich Elementary,Surrey,5915004
49.16636753,-122.8499502,education,StrongStart BC,Cindrich StrongStart Centre,Surrey,5915004
49.20082256,-122.85893,education,Public School,City Central Learning Centre,Surrey,5915004
49.18360252,-123.1261197,education,Independent School,City Vancouver Academy,Richmond,5915015
49.13955084,-122.7124919,education,Public School,Clayton Elementary,Surrey,5915004
49.12921939,-122.701712,education,Public School,Clayton Heights Secondary,Surrey,5915004
49.34715252,-123.1087393,education,Public School,Cleveland Elementary,North Vancouver,5915046
49.025642149999996,-123.08464928131099,education,Public School,Cliff Drive Elementary,Delta,5915011
49.21298252,-122.9789404,education,Public School,Clinton Elementary,Burnaby,5915025
49.10961748,-122.7374098,education,Independent School,Cloverdale Catholic School,Surrey,5915004
49.10520306,-122.7348783,education,Public School,Cloverdale Learning Centre,Surrey,5915004
49.104876899999994,-122.72820145005949,education,Public School,Cloverdale Traditional,Surrey,5915004
49.15241061,-122.755108,education,Public School,Coast Meridian Elementary,Surrey,5915004
49.08271002,-122.515008,education,Public School,Coghlan Fundamental Elementary,Langley,5915001
49.10183764,-122.8745082,education,Public School,Colebrook Elementary,Surrey,5915004
49.2360566,-123.0325791,education,StrongStart BC,Collingwood AM StrongStart Centre,Vancouver,5915022
49.2360566,-123.0325791,education,Public School,Collingwood Neighbourhood School,Vancouver,5915022
49.2360566,-123.0325791,education,StrongStart BC,Collingwood PM StrongStart Centre,Vancouver,5915022
49.36126254,-123.1195904,education,Independent School,Collingwood School,West Vancouver,5915055
49.28274447,-123.1151559,education,Independent School,Columbia Academy,Vancouver,5915022
49.27183266,-123.0949648,education,Independent School,Columbia College,Vancouver,5915022
49.2531874,-122.86112237503005,education,Public School,Como Lake Middle School,Coquitlam,5915034
49.28279744,-122.9962397,education,Public School,Confederation Park Elementary,Burnaby,5915025
49.20212594,-122.9556438,education,Public School,Connaught Heights Elementary,New Westminster,5915029
49.20212594,-122.9556438,education,StrongStart BC,Connaught Heights StrongStart Centre,New Westminster,5915029
49.17012748,-122.83238,education,Public School,Continuing Ed SD 36,Surrey,5915004
49.1628175,-123.13961,education,Public School,Continuing Ed SD 38,Richmond,5915015
49.21488752,-122.6523297,education,Public School,Continuing Ed SD 42,Maple Ridge,5915075
49.25609744,-122.8547795,education,Public School,Coquitlam Alternate Basic Education,Coquitlam,5915034
49.25127252,-122.8900398,education,Independent School,Coquitlam College - Brookmere Secondary,Coquitlam,5915034
49.15547256,-122.8143901,education,Independent School,Cornerstone Montessori School,Surrey,5915004
49.12551225,-122.89969935267379,education,Public School,Cougar Canyon Elementary,Delta,5915011
49.13097251,-122.88356,education,Public School,Cougar Creek Elementary,Surrey,5915004
49.13097251,-122.88356,education,StrongStart BC,Cougar Creek StrongStart Centre,Surrey,5915004
49.34276246,-123.0436021,education,Independent School,Cousteau L'Ecole Francaise Interna'le,North Vancouver,5915046
49.32283905,-122.9492979,education,Public School,Cove Cliff Elementary,North Vancouver,5915046
49.15033747,-122.7900918,education,Public School,Coyote Creek Elementary,Surrey,5915004
49.16817249,-122.83969,education,Public School,Creekside Elementary,Surrey,5915004
49.0467594,-122.8673481,education,Public School,Crescent Park Elementary,Surrey,5915004
49.23381295,-123.17723855727954,education,Independent School,Crofton House,Vancouver,5915022
49.27863205,-123.1069100533262,education,Public School,Crosstown Elementary,Vancouver,5915022
49.19144748,-122.5546797,education,StrongStart BC,c`usqunela StrongStart Centre,Maple Ridge,5915075
49.1382244,-123.09739295521535,education,Public School,Daniel Woodward Elementary,Richmond,5915015
49.17012748,-122.83238,education,Public School,Daughters and Sisters(PLEA)Program,Surrey,5915004
49.16955001,-122.867998,education,Public School,David Brankin Elementary,Surrey,5915004
49.25026749,-123.0976897,education,Public School,David Livingstone Elementary,Vancouver,5915022
49.21025832,-123.1377381,education,Public School,David Lloyd George Elementary,Vancouver,5915022
49.21293751,-123.05796,education,Public School,David Oppenheimer Elementary,Vancouver,5915022
49.22012667,-123.0698602,education,Public School,David Thompson Secondary,Vancouver,5915022
49.22111915,-122.6828258007752,education,Public School,Davie Jones Elementary,Pitt Meadows,5915070
49.1628175,-123.13961,education,Public School,Deaf/Blind Program,Richmond,5915015
49.24181249,-122.9832205,education,Independent School,Deer Lake SDA School,Burnaby,5915025
49.08949207,-123.0759218,education,Independent School,Delta Christian School,Delta,5915011
49.08858942,-123.065278,education,Public School,Delta Continuing Education,Delta,5915011
49.16920053,-122.9013121,education,Public School,Delview Secondary,Delta,5915011
49.21147252,-123.1194502,education,Public School,des Colibris,Vancouver,5915022
49.16077001,-122.6240779,education,Public School,des Voyageurs,Langley,5915001
49.1644823,-122.91387292567349,education,Public School,Devon Gardens Elementary,Delta,5915011
49.10410252,-122.7065399,education,Independent School,Diamond School,Surrey,5915004
49.21312753,-122.5818896,education,Public School,District 42 Alternative Secondary,Maple Ridge,5915075
49.19807082,-122.7868979,education,Public School,Dogwood Elementary,Surrey,5915004
49.11650924,-122.712538,education,Public School,Don Christian Elementary,Surrey,5915004
49.32105329,-122.9621902,education,Public School,Dorothy Lynas Elementary,North Vancouver,5915046
49.16860252,-122.6601305,education,Public School,Dorothy Peacock Elementary,Langley,5915001
49.10103998,-122.6519419,education,Public School,Douglas Park Community,Langley,5915002
49.10103998,-122.6519419,education,StrongStart BC,Douglas Park StrongStart Centre,Langley,5915002
49.2490112,-122.98200174366154,education,Public School,Douglas Road Elementary,Burnaby,5915025
49.22706889,-123.121688,education,Public School,Dr Annie B Jamieson Elementary,Vancouver,5915022
49.23019254,-123.0444303,education,Public School,Dr George M Weir Elementary,Vancouver,5915022
49.22775868,-123.030538,education,Public School,Dr H N MacCorkindale Elementary,Vancouver,5915022
49.2176206,-123.1524821,education,Public School,Dr R E McKechnie Elementary,Vancouver,5915022
49.01742861,-123.0881318,education,Public School,du Bois-Joli,Delta,5915011
49.35329302,-123.2608169,education,Public School,Eagle Harbour Montessori,West Vancouver,5915055
49.35329302,-123.2608169,education,StrongStart BC,Eagle Harbour StrongStart Centre,West Vancouver,5915055
49.30174589,-122.8378541,education,Public School,Eagle Mountain Middle School,Anmore,5915038
49.284748300000004,-122.81708817500001,education,Public School,Eagle Ridge Elementary,Coquitlam,5915034
49.03111752,-122.78543,education,Public School,Earl Marriott Secondary,Surrey,5915004
49.32483219,-123.038372,education,Public School,Eastview Elementary,North Vancouver,5915046
49.32483219,-123.038372,education,StrongStart BC,Eastview StrongStart Centre,North Vancouver,5915046
49.2613559,-123.2463657,education,Independent School,Eaton Arrowsmith School,Greater Vancouver A,5915020
49.03052999,-122.8038681,education,Independent School,Eaton Arrowsmith School White Rock,White Rock,5915007
49.26438676,-122.8770565,education,Public School,Ecole Banting Middle,Coquitlam,5915034
49.33286398,-123.1322395,education,Public School,Ecole Cedardale,West Vancouver,5915055
49.2374236,-122.7759717,education,Public School,Ecole Citadel Middle,Port Coquitlam,5915039
49.2826125,-122.7883,education,Public School,Ecole Glen Elementary,Coquitlam,5915034
49.27461252,-122.8877,education,Public School,Ecole Glenayre Elementary,Port Moody,5915043
49.23882753,-123.0162696,education,Public School,Ecole Inman Elementary,Burnaby,5915025
49.28227932,-122.7615979,education,Public School,Ecole Irvine Elementary,Port Coquitlam,5915039
49.25904766,-123.1939881,education,Public School,Ecole Jules Quesnel Elementary,Vancouver,5915022
49.24364943,-122.771818,education,Public School,Ecole Kilmer Elementary,Port Coquitlam,5915039
49.27335917,-122.7702879,education,Public School,Ecole Kwayhquitlum Middle,Port Coquitlam,5915039
49.24497247,-122.8561193,education,Public School,Ecole Maillard Middle,Coquitlam,5915034
49.2289058,-122.99162366874955,education,Public School,Ecole Marlborough Elementary,Burnaby,5915025
49.27661252,-122.83898,education,Public School,Ecole Moody Middle,Port Moody,5915043
49.2902545,-122.77976976187848,education,Public School,Ecole Nestor Elementary,Coquitlam,5915034
49.30037455,-122.799804,education,Public School,Ecole Panorama Heights Elementary,Coquitlam,5915034
49.33468721,-123.170838,education,Public School,Ecole Pauline Johnson Elementary,West Vancouver,5915055
49.2086081,-122.90465982958065,education,Public School,Ecole Qayqayt Elementary,New Westminster,5915029
49.1999275,-122.8114095,education,Public School,Ecole Riverdale Elementary,Surrey,5915004
49.25588148,-122.788132,education,Public School,Ecole Riverside Secondary,Port Coquitlam,5915039
49.24600001,-122.8523279,education,Public School,Ecole Rochester Elementary,Coquitlam,5915034
49.13481,-122.712448,education,Public School,Ecole Salish Secondary,Surrey,5915004
49.27751949,-122.7821079,education,Public School,Ecole Westwood Elementary,Port Coquitlam,5915039
49.25331251,-123.1171105,education,Public School,Edith Cavell Elementary,Vancouver,5915022
49.22383943,-122.680598,education,Public School,Edith McDermott Elementary,Pitt Meadows,5915070
49.17012748,-122.83238,education,Public School,Education Services,Surrey,5915004
49.04573245,-122.84844,education,Public School,Elgin Park Secondary,Surrey,5915004
49.20311752,-122.8192,education,Public School,Ellendale Elementary,Surrey,5915004
49.27240489,-123.1221572,education,Public School,Elsie Roy Elementary,Vancouver,5915022
49.24988846,-123.1274979,education,Public School,Emily Carr Elementary,Vancouver,5915022
49.25140252,-122.8490301,education,Public School,Encompass 10-12,Coquitlam,5915034
49.25140252,-122.8490301,education,Public School,Encompass K-9,Coquitlam,5915034
49.0107841,-123.088003724993,education,Public School,English Bluff Elementary,Delta,5915011
49.15556749,-122.82024,education,Public School,Enver Creek Secondary,Surrey,5915004
49.21312753,-122.5818896,education,Public School,Environmental School Project,Maple Ridge,5915075
49.22362842,-122.597718,education,Public School,Eric Langton Elementary,Maple Ridge,5915075
49.22362842,-122.597718,education,StrongStart BC,Eric Langton StrongStart Centre,Maple Ridge,5915075
49.20093999,-122.778732,education,Public School,Erma Stephenson Elementary,Surrey,5915004
49.22581743,-122.9125927,education,Public School,F W Howay Elementary,New Westminster,5915029
49.22363001,-122.6504521,education,Public School,Fairview Elementary,Maple Ridge,5915075
49.22363001,-122.6504521,education,StrongStart BC,Fairview StrongStart Centre,Maple Ridge,5915075
49.26709998,-123.1262821,education,Public School,False Creek Elementary,Vancouver,5915022
49.1643705,-122.989362,education,Independent School,Fawkes Academy DL,Richmond,5915015
49.26020055,-123.0949279,education,Public School,Florence Nightingale Elementary,Vancouver,5915022
49.26020055,-123.0949279,education,StrongStart BC,Florence Nightingale StrongStart Centre,Vancouver,5915022
49.10444748,-122.6292087,education,Public School,Focus Alternate,Langley,5915001
49.26447741,-122.9181863,education,Public School,Forest Grove Elementary,Burnaby,5915025
49.26447741,-122.9181863,education,StrongStart BC,Forest Grove StrongStart Centre,Burnaby,5915025
49.19763002,-122.8369479,education,Public School,Forsyth Road Elementary,Surrey,5915004
49.19763002,-122.8369479,education,StrongStart BC,Forsyth Road StrongStart Centre,Surrey,5915004
49.16361311,-122.5813628,education,Public School,Fort Langley Elementary,Langley,5915001
49.16077001,-122.6240779,education,StrongStart BC,Franc Depart Voyageurs StrongStart,Langley,5915001
49.14270248,-122.83591,education,Public School,Frank Hurt Secondary,Surrey,5915004
49.28559465,-123.117264,education,Independent School,Franklin School,Vancouver,5915022
49.26287249,-123.1572604,education,Independent School,Fraser Academy,Vancouver,5915022
49.19878249,-122.7769295,education,Public School,Fraser Heights Secondary,Surrey,5915004
49.20478405,-122.9167261,education,Public School,Fraser River Middle,New Westminster,5915029
49.08927254,-122.50274,education,Independent School,Fraser Valley Adventist Academy,Langley,5915001
49.11910751,-122.6817597,education,Independent School,Fraser Valley Elementary,Surrey,5915004
49.19614001,-122.767398,education,Public School,Fraser Wood Elementary,Surrey,5915004
49.15929002,-122.773198,education,Public School,Frost Road Elementary,Surrey,5915004
49.23732248,-123.0574301,education,Public School,G T Cunningham Elementary,Vancouver,5915022
49.14276753,-122.8489894,education,Independent School,G.A.D. Elementary School,Surrey,5915004
49.12838967,-122.856672,education,Public School,Gabrielle-Roy,Surrey,5915004
49.27538126,-123.0493921,education,Public School,Garibaldi Annex,Vancouver,5915022
49.22028747,-122.5354607,education,Public School,Garibaldi Secondary,Maple Ridge,5915075
49.24154872,-123.101428,education,Public School,General Brock Elementary,Vancouver,5915022
49.15921253,-123.1335705,education,Public School,General Currie Elementary,Richmond,5915015
49.26595812,-123.171118,education,Public School,General Gordon Elementary,Vancouver,5915022
49.247320650000006,-123.10627964692713,education,Public School,General Wolfe Elementary,Vancouver,5915022
49.10406752,-122.5399496,education,Independent School,Genuine Learning Academy,Langley,5915001
49.11385746,-122.7425996,education,Public School,George Greenaway Elementary,Surrey,5915004
49.11385746,-122.7425996,education,StrongStart BC,George Greenaway StrongStart Centre,Surrey,5915004
49.12973002,-122.8289219,education,Public School,Georges Vanier Elementary,Surrey,5915004
49.12973002,-122.8289219,education,StrongStart BC,Georges Vanier StrongStart Centre,Surrey,5915004
49.16689752,-122.9043201,education,Public School,Gibson Elementary,Delta,5915011
49.28426097,-123.0141279,education,Public School,Gilmore Community Elementary,Burnaby,5915025
49.2438125,-122.9843404,education,Public School,Gilpin Elementary,Burnaby,5915025
49.24861001,-123.0605621,education,Public School,Gladstone Secondary,Vancouver,5915022
49.1017125,-122.80801,education,Independent School,Glarea Elevated Learning,Surrey,5915004
49.2834281,-122.8090383,education,Public School,Gleneagle Secondary,Coquitlam,5915034
49.36893998,-123.2763022,education,Public School,Gleneagles Elementary,West Vancouver,5915055
49.0456975,-122.6481199,education,Public School,Glenwood Elementary,Langley,5915001
49.20576692,-122.9792214,education,Public School,Glenwood Elementary,Burnaby,5915025
49.22223185,-122.6264225665131,education,Public School,Glenwood Elementary,Maple Ridge,5915075
49.16348,-122.756598,education,Independent School,Gobind Sarvar School,Surrey,5915004
49.2165525,-122.58144,education,Public School,Golden Ears Elementary,Maple Ridge,5915075
49.11657001,-122.817782,education,Public School,Goldstone Park Elementary,Surrey,5915004
49.16924998,-122.651362,education,Public School,Gordon Greenwood Elementary,Langley,5915001
49.2418666,-123.0258392,education,Public School,Graham Bruce Community Elementary,Vancouver,5915022
49.26611897,-123.0735421,education,Public School,Grandview Elementary,Vancouver,5915022
49.14848746,-122.92007,education,Public School,Gray Elementary,Delta,5915011
49.16359002,-122.823398,education,Public School,Green Timbers Elementary,Surrey,5915004
49.18757001,-122.7995321,education,Public School,Guildford learning Centre,Surrey,5915004
49.19694094,-122.8176121,education,Public School,Guildford Park Secondary,Surrey,5915004
49.03367999,-122.812202,education,Public School,H T Thrift Elementary,Surrey,5915004
49.0170246,-122.72217866317457,education,Public School,Halls Prairie Elementary,Surrey,5915004
49.21245697,-122.6585182,education,Public School,Hammond Elementary,Maple Ridge,5915075
49.21245697,-122.6585182,education,StrongStart BC,Hammond StrongStart Centre,Maple Ridge,5915075
49.310739299999995,-122.78835687284956,education,Public School,Hampton Park Elementary,Coquitlam,5915034
49.35084752,-123.1010006,education,Public School,Handsworth Secondary,North Vancouver,5915046
49.26887284,-122.8602219,education,Public School,Harbour View Elementary,Coquitlam,5915034
49.19155251,-122.7877,education,Public School,Harold Bishop Elementary,Surrey,5915004
49.22538315,-122.58360010621115,education,Public School,Harry Hooge Elementary,Maple Ridge,5915075
49.28209747,-123.0506301,education,Public School,Hastings Community Elementary,Vancouver,5915022
49.09686295,-123.07130400074024,education,Public School,Hawthorne Elementary,Delta,5915011
49.13072235,-122.6932219,education,Public School,Hazelgrove Elementary,Surrey,5915004
49.15957747,-122.8995398,education,Public School,Hellings Elementary,Delta,5915011
49.15957747,-122.8995398,education,StrongStart BC,Hellings StrongStart Centre,Delta,5915011
49.12169898,-122.850938,education,Public School,Henry Bose Elementary,Surrey,5915004
49.27203143,-123.1478521,education,Public School,Henry Hudson Elementary,Vancouver,5915022
49.21685483,-122.914422,education,Public School,Herbert Spencer Elementary,New Westminster,5915029
49.29503247,-122.8337399,education,Public School,Heritage Mountain Elementary,Port Moody,5915043
49.29818658,-122.8423291,education,Public School,Heritage Woods Secondary,Port Moody,5915043
49.22727745,-122.69603895,education,Public School,Highland Park Elementary,Pitt Meadows,5915070
49.33790552,-123.0978685,education,Public School,Highlands Elementary,North Vancouver,5915046
49.12099566,-122.7075948,education,Public School,Hillcrest Elementary,Surrey,5915004
49.1915375,-122.81305,education,Public School,Hjorth Road Elementary,Surrey,5915004
49.1915375,-122.81305,education,StrongStart BC,Hjorth Road StrongStart Centre,Surrey,5915004
49.19708138,-122.806262,education,Public School,Holly Elementary,Surrey,5915004
49.08707104,-123.0512119,education,Public School,Holly Elementary,Delta,5915011
49.19708138,-122.806262,education,StrongStart BC,Holly StrongStart Centre,Surrey,5915004
49.32962747,-123.1527292,education,Public School,Hollyburn Elementary,West Vancouver,5915055
49.32962747,-123.1527292,education,StrongStart BC,Hollyburn StrongStart Centre,West Vancouver,5915055
49.2708789,-122.9912956,education,Independent School,Holy Cross Elementary School,Burnaby,5915025
49.16282747,-122.7738,education,Independent School,Holy Cross Regional High School,Surrey,5915004
49.33418752,-123.0731696,education,Independent School,Holy Trinity School,North Vancouver,5915051
49.23291054,-122.8901721,education,Public School,Home Learners Program,New Westminster,5915029
49.19246261,-122.8421426,education,Independent School,Honour Secondary School,Surrey,5915004
49.27030086,-122.7644321,education,Independent School,Hope Lutheran Christian School,Port Coquitlam,5915039
49.14712,-123.181318,education,Public School,Hugh Boyd Secondary,Richmond,5915015
49.14079246,-123.12636,education,Public School,Hugh McRoberts Secondary,Richmond,5915015
49.12370775,-122.8343018,education,Public School,Hyland Elementary,Surrey,5915004
49.13349002,-122.890258,education,Independent School,iLearn Secondary School Society,Surrey,5915004
49.24716748,-123.1877194,education,Independent School,Immaculate Conception School,Vancouver,5915022
49.21429248,-122.81798,education,Independent School,Iqra School,Surrey,5915004
49.33542716,-123.1802833,education,Public School,Irwin Park Elementary,West Vancouver,5915055
49.38091107,-123.3502174,education,Independent School,Island Pacific School,Bowen Island,5915062
49.16267719,-123.1685061,education,Public School,J N Burnett Secondary,Richmond,5915015
49.11176249,-122.8757199,education,Public School,J T Brown Elementary,Surrey,5915004
49.2061475,-122.8411295,education,Public School,James Ardiel Elementary,Surrey,5915004
49.2061475,-122.8411295,education,StrongStart BC,James Ardiel StrongStart Centre,Surrey,5915004
49.15190942,-123.188668,education,Public School,James Gilmore Elementary,Richmond,5915015
49.08488273,-122.6097459,education,Public School,James Hill Elementary,Langley,5915001
49.08488273,-122.6097459,education,StrongStart BC,James Hill StrongStart Centre,Langley,5915001
49.16671299,-122.6348929,education,Public School,James Kennedy Elementary,Langley,5915001
49.13687999,-123.163682,education,Public School,James McKinney Elementary,Richmond,5915015
49.26508749,-122.7632601,education,Public School,James Park Elementary,Port Coquitlam,5915039
49.16911252,-123.1781699,education,Public School,James Thompson Elementary,Richmond,5915015
49.16911252,-123.1781699,education,StrongStart BC,James Thompson StrongStart Centre,Richmond,5915015
49.13987805,-123.12039588120282,education,Public School,James Whiteside Elementary,Richmond,5915015
49.1526,-122.817598,education,Public School,Janice Churchill Elementary,Surrey,5915004
49.14257998,-122.895848,education,StrongStart BC,Jarvis StrongStart Centre,Delta,5915011
49.14257998,-122.895848,education,Public School,Jarvis Traditional Elementary,Delta,5915011
49.03970842,-122.7956781,education,Public School,Jessie Lee Elementary,Surrey,5915004
49.03970842,-122.7956781,education,StrongStart BC,Jessie Lee StrongStart Centre,Surrey,5915004
49.13717751,-123.1757604,education,Public School,John G Diefenbaker Elementary,Richmond,5915015
49.22641431,-122.9208549,education,Independent School,John Knox Christian - Elementary Campus,Burnaby,5915025
49.20286556,-122.9246192,education,Independent School,John Knox Christian - Secondary Campus,New Westminster,5915029
49.24188734,-123.0521262,education,Public School,John Norquay Elementary,Vancouver,5915022
49.23292256,-123.0926404,education,Public School,John Oliver Secondary,Vancouver,5915022
49.2564975,-123.1823199,education,Independent School,Johnathan Academy,Vancouver,5915022
49.18253249,-122.79672,education,Public School,Johnston Heights Secondary,Surrey,5915004
49.19533249,-122.8588205,education,Public School,K B Woodward Elementary,Surrey,5915004
49.20374671,-122.5728066,education,Public School,Kanaka Creek Elementary,Maple Ridge,5915075
49.129124399999995,-122.68544878391684,education,Public School,Katzie Elementary,Surrey,5915004
49.15396001,-122.8827021,education,Public School,Kennedy Trail Elementary,Surrey,5915004
49.30914076,-123.0174879,education,Independent School,Kenneth Gordon,North Vancouver,5915046
49.23282253,-123.1778099,education,Public School,Kerrisdale Annex,Vancouver,5915022
49.23572862,-123.1731021,education,Public School,Kerrisdale Elementary,Vancouver,5915022
49.12959909,-122.879062,education,Independent School,Khalsa School Newton,Surrey,5915004
49.1148775,-122.4942098,education,Independent School,Khalsa School of the Fraser Valley,Langley,5915001
49.19613104,-122.878482,education,Independent School,Khalsa School Old Yale Road,Surrey,5915004
49.19435198,-122.878512,education,Independent School,Khalsa Secondary School (Surrey),Surrey,5915004
49.22561581,-123.0455785,education,Public School,Killarney Secondary,Vancouver,5915022
49.23349534,-123.1238085,education,Independent School,King David High School,Vancouver,5915022
49.28953515,-123.1366731,education,Public School,King George Secondary,Vancouver,5915022
49.1438798,-122.61790317262898,education,Independent School,King's School,Langley,5915001
49.1703025,-122.8856804,education,Public School,Kirkbride Elementary,Surrey,5915004
49.27254001,-123.0142821,education,Public School,Kitchener Elementary,Burnaby,5915025
49.27254001,-123.0142821,education,StrongStart BC,Kitchener StrongStart Centre,Burnaby,5915025
49.26209771,-123.164708,education,Public School,Kitsilano Secondary,Vancouver,5915022
49.19222,-122.8565321,education,Public School,Kwantlen Park Secondary,Surrey,5915004
49.17528889,-122.884588,education,Public School,L A Matheson Secondary,Surrey,5915004
49.25876246,-123.1303403,education,Public School,L'Ecole Bilingue Elementary,Vancouver,5915022
49.082083999999995,-123.0856821353106,education,Public School,Ladner Elementary,Delta,5915011
49.22729495,-122.63761195802206,education,Public School,Laity View Elementary,Maple Ridge,5915075
49.22969603,-122.9450633,education,Public School,Lakeview Elementary,Burnaby,5915025
49.07033317,-122.6444207,education,Public School,Langley Equestrian Academy,Langley,5915001
49.16816863,-122.5886017,education,Public School,Langley Fine Arts School,Langley,5915001
49.09305752,-122.6203397,education,Public School,Langley Fundamental Elementary,Langley,5915001
49.07839254,-122.6349103,education,Public School,Langley Fundamental Middle/Secondary Sch,Langley,5915001
49.12168444,-122.6729746,education,Public School,Langley Meadows Elementary,Langley,5915001
49.12168444,-122.6729746,education,StrongStart BC,Langley Meadows StrongStart Centre,Langley,5915001
49.10444748,-122.6292087,education,Public School,Langley Online and Distributed Learning,Langley,5915001
49.10444748,-122.6292087,education,Public School,Langley Secondary,Langley,5915001
49.03614284,-122.8588932,education,Public School,Laronde Elementary,Surrey,5915004
49.3338877,-123.084552,education,Public School,Larson Elementary,North Vancouver,5915051
49.1112675,-122.69019,education,Public School,Latimer Road Elementary,Surrey,5915004
49.26175828,-123.062008,education,Public School,Laura Secord Elementary,Vancouver,5915022
49.28700139,-122.750332,education,Public School,Leigh Elementary,Coquitlam,5915034
49.1851225,-122.8271299,education,Public School,Lena Shaw Elementary,Surrey,5915004
49.1851225,-122.8271299,education,StrongStart BC,Lena Shaw StrongStart Centre,Surrey,5915004
49.46457347,-123.235172,education,Public School,Lions Bay Community School,Lions Bay,5915065
49.31378312,-122.9941587,education,Independent School,Lions Gate Christian Academy,North Vancouver,5915046
49.24841224,-123.141552,education,Independent School,Little Flower Academy,Vancouver,5915022
49.27339253,-122.95953,education,Public School,Lochdale Community Elementary,Burnaby,5915025
49.27339253,-122.95953,education,StrongStart BC,Lochdale Community StrongStart Centre,Burnaby,5915025
